Area;Perimeter;MajorAxisLength;MinorAxisLength;AspectRation;Eccentricity;ConvexArea;EquivDiameter;Extent;Solidity;roundness;Compactness;ShapeFactor1;ShapeFactor2;ShapeFactor3;ShapeFactor4;Class
91235,00;1158,81;457,40;256,70;1,78;0,83;92679,00;340,83;0,80;0,98;0,85;0,75;0,01;0,00;0,56;0,99;CALI
91401,00;1160,44;458,04;256,22;1,79;0,83;92128,00;341,14;0,81;0,99;0,85;0,74;0,01;0,00;0,55;0,99;CALI
91565,00;1154,00;453,36;259,48;1,75;0,82;92497,00;341,44;0,79;0,99;0,86;0,75;0,00;0,00;0,57;0,99;CALI
91615,00;1189,43;468,09;251,87;1,86;0,84;93439,00;341,54;0,71;0,98;0,81;0,73;0,01;0,00;0,53;0,99;CALI
91623,00;1161,17;448,33;262,97;1,70;0,81;93063,00;341,55;0,73;0,98;0,85;0,76;0,00;0,00;0,58;0,99;CALI
91641,00;1147,62;448,76;261,33;1,72;0,81;92407,00;341,59;0,81;0,99;0,87;0,76;0,00;0,00;0,58;0,99;CALI
91657,00;1162,79;460,84;255,83;1,80;0,83;93537,00;341,62;0,71;0,98;0,85;0,74;0,01;0,00;0,55;0,99;CALI
91719,00;1152,32;442,62;265,26;1,67;0,80;92578,00;341,73;0,80;0,99;0,87;0,77;0,00;0,00;0,60;0,99;CALI
91751,00;1146,70;445,18;264,37;1,68;0,80;92725,00;341,79;0,67;0,99;0,88;0,77;0,00;0,00;0,59;0,99;CALI
91776,00;1151,76;437,72;269,59;1,62;0,79;93709,00;341,84;0,79;0,98;0,87;0,78;0,00;0,00;0,61;0,99;CALI
91836,00;1164,66;431,46;276,56;1,56;0,77;94553,00;341,95;0,78;0,97;0,85;0,79;0,00;0,00;0,63;0,98;CALI
91893,00;1168,57;451,80;261,87;1,73;0,81;93253,00;342,06;0,69;0,99;0,85;0,76;0,00;0,00;0,57;0,99;CALI
92055,00;1155,53;435,52;271,34;1,61;0,78;93695,00;342,36;0,81;0,98;0,87;0,79;0,00;0,00;0,62;0,99;CALI
92098,00;1199,09;464,88;254,18;1,83;0,84;93238,00;342,44;0,64;0,99;0,80;0,74;0,01;0,00;0,54;0,99;CALI
92147,00;1146,25;446,74;263,82;1,69;0,81;93190,00;342,53;0,81;0,99;0,88;0,77;0,00;0,00;0,59;1,00;CALI
92222,00;1180,86;460,14;260,22;1,77;0,82;94510,00;342,67;0,72;0,98;0,83;0,74;0,00;0,00;0,55;0,98;CALI
92281,00;1169,01;456,33;259,59;1,76;0,82;93747,00;342,78;0,72;0,98;0,85;0,75;0,00;0,00;0,56;0,99;CALI
92312,00;1164,95;453,01;262,98;1,72;0,81;94180,00;342,83;0,77;0,98;0,85;0,76;0,00;0,00;0,57;0,99;CALI
92325,00;1190,34;440,08;274,86;1,60;0,78;96424,00;342,86;0,71;0,96;0,82;0,78;0,00;0,00;0,61;0,97;CALI
92476,00;1191,23;457,21;260,13;1,76;0,82;93866,00;343,14;0,69;0,99;0,82;0,75;0,00;0,00;0,56;0,99;CALI
92544,00;1177,29;460,67;259,35;1,78;0,83;94340,00;343,26;0,79;0,98;0,84;0,75;0,00;0,00;0,56;0,99;CALI
92751,00;1148,63;436,20;273,86;1,59;0,78;94765,00;343,65;0,82;0,98;0,88;0,79;0,00;0,00;0,62;0,99;CALI
92819,00;1169,48;453,58;262,16;1,73;0,82;94031,00;343,77;0,82;0,99;0,85;0,76;0,00;0,00;0,57;0,99;CALI
92830,00;1186,91;467,39;254,32;1,84;0,84;94277,00;343,79;0,77;0,98;0,83;0,74;0,01;0,00;0,54;0,99;CALI
92927,00;1179,41;465,35;257,45;1,81;0,83;94179,00;343,97;0,73;0,99;0,84;0,74;0,01;0,00;0,55;0,99;CALI
93044,00;1161,43;437,21;272,07;1,61;0,78;94175,00;344,19;0,76;0,99;0,87;0,79;0,00;0,00;0,62;1,00;CALI
93120,00;1153,58;445,34;269,93;1,65;0,80;94679,00;344,33;0,77;0,98;0,88;0,77;0,00;0,00;0,60;0,99;CALI
93156,00;1183,21;482,05;249,14;1,93;0,86;94313,00;344,40;0,80;0,99;0,84;0,71;0,01;0,00;0,51;0,99;CALI
93186,00;1190,34;465,64;259,78;1,79;0,83;95733,00;344,45;0,76;0,97;0,83;0,74;0,00;0,00;0,55;0,98;CALI
93203,00;1181,39;455,61;263,48;1,73;0,82;95176,00;344,48;0,74;0,98;0,84;0,76;0,00;0,00;0,57;0,99;CALI
93235,00;1160,06;450,51;264,55;1,70;0,81;93897,00;344,54;0,82;0,99;0,87;0,76;0,00;0,00;0,58;1,00;CALI
93299,00;1175,12;464,33;258,01;1,80;0,83;94268,00;344,66;0,79;0,99;0,85;0,74;0,00;0,00;0,55;0,99;CALI
93438,00;1196,46;465,48;259,20;1,80;0,83;95390,00;344,92;0,70;0,98;0,82;0,74;0,00;0,00;0,55;0,99;CALI
93494,00;1160,77;447,71;267,39;1,67;0,80;94456,00;345,02;0,71;0,99;0,87;0,77;0,00;0,00;0,59;0,99;CALI
93503,00;1179,37;453,21;267,55;1,69;0,81;95555,00;345,04;0,79;0,98;0,84;0,76;0,00;0,00;0,58;0,98;CALI
93526,00;1168,21;449,60;266,62;1,69;0,81;94399,00;345,08;0,78;0,99;0,86;0,77;0,00;0,00;0,59;0,99;CALI
93615,00;1163,40;438,86;272,59;1,61;0,78;94533,00;345,25;0,74;0,99;0,87;0,79;0,00;0,00;0,62;1,00;CALI
94013,00;1186,71;460,57;261,52;1,76;0,82;94873,00;345,98;0,80;0,99;0,84;0,75;0,00;0,00;0,56;0,99;CALI
94073,00;1192,26;470,13;256,55;1,83;0,84;95211,00;346,09;0,76;0,99;0,83;0,74;0,00;0,00;0,54;0,99;CALI
94151,00;1158,19;444,17;271,54;1,64;0,79;95228,00;346,23;0,79;0,99;0,88;0,78;0,00;0,00;0,61;0,99;CALI
94198,00;1183,79;456,70;268,27;1,70;0,81;96847,00;346,32;0,76;0,97;0,84;0,76;0,00;0,00;0,58;0,98;CALI
94239,00;1187,66;454,03;268,87;1,69;0,81;96908,00;346,39;0,77;0,97;0,84;0,76;0,00;0,00;0,58;0,98;CALI
94276,00;1160,89;445,58;271,79;1,64;0,79;95109,00;346,46;0,83;0,99;0,88;0,78;0,00;0,00;0,60;0,99;CALI
94295,00;1181,41;462,07;261,93;1,76;0,82;95545,00;346,50;0,79;0,99;0,85;0,75;0,00;0,00;0,56;0,99;CALI
94354,00;1178,20;466,14;259,70;1,79;0,83;95515,00;346,61;0,74;0,99;0,85;0,74;0,00;0,00;0,55;0,99;CALI
94415,00;1207,29;481,02;252,94;1,90;0,85;96363,00;346,72;0,74;0,98;0,81;0,72;0,01;0,00;0,52;0,99;CALI
94648,00;1191,05;464,30;264,12;1,76;0,82;95984,00;347,14;0,70;0,99;0,84;0,75;0,00;0,00;0,56;0,98;CALI
94744,00;1186,03;460,94;263,34;1,75;0,82;95963,00;347,32;0,67;0,99;0,85;0,75;0,00;0,00;0,57;0,99;CALI
94904,00;1191,16;441,76;274,76;1,61;0,78;95752,00;347,61;0,81;0,99;0,84;0,79;0,00;0,00;0,62;1,00;CALI
94940,00;1183,10;463,51;262,81;1,76;0,82;95985,00;347,68;0,67;0,99;0,85;0,75;0,00;0,00;0,56;0,99;CALI
95037,00;1190,61;461,32;264,91;1,74;0,82;96528,00;347,86;0,77;0,98;0,84;0,75;0,00;0,00;0,57;0,99;CALI
95061,00;1209,01;472,15;261,75;1,80;0,83;97650,00;347,90;0,71;0,97;0,82;0,74;0,00;0,00;0,54;0,98;CALI
95103,00;1207,00;459,99;268,05;1,72;0,81;97761,00;347,98;0,82;0,97;0,82;0,76;0,00;0,00;0,57;0,98;CALI
95159,00;1187,81;456,64;269,95;1,69;0,81;97517,00;348,08;0,72;0,98;0,85;0,76;0,00;0,00;0,58;0,98;CALI
95754,00;1182,30;452,71;272,51;1,66;0,80;97441,00;349,17;0,75;0,98;0,86;0,77;0,00;0,00;0,59;0,99;CALI
95806,00;1199,73;476,88;256,94;1,86;0,84;96482,00;349,26;0,82;0,99;0,84;0,73;0,00;0,00;0,54;1,00;CALI
95892,00;1194,90;470,87;261,56;1,80;0,83;96906,00;349,42;0,74;0,99;0,84;0,74;0,00;0,00;0,55;0,99;CALI
96148,00;1185,14;464,04;266,76;1,74;0,82;97828,00;349,88;0,74;0,98;0,86;0,75;0,00;0,00;0,57;0,99;CALI
96220,00;1184,06;467,15;264,29;1,77;0,82;97317,00;350,02;0,79;0,99;0,86;0,75;0,00;0,00;0,56;0,99;CALI
96243,00;1207,21;476,61;260,21;1,83;0,84;98057,00;350,06;0,71;0,98;0,83;0,73;0,00;0,00;0,54;0,99;CALI
96343,00;1198,88;464,95;264,97;1,75;0,82;97272,00;350,24;0,78;0,99;0,84;0,75;0,00;0,00;0,57;1,00;CALI
96365,00;1195,23;463,13;267,22;1,73;0,82;97784,00;350,28;0,78;0,99;0,85;0,76;0,00;0,00;0,57;0,99;CALI
96427,00;1184,43;463,28;268,94;1,72;0,81;98705,00;350,39;0,73;0,98;0,86;0,76;0,00;0,00;0,57;0,99;CALI
96668,00;1190,25;469,53;264,41;1,78;0,83;97524,00;350,83;0,75;0,99;0,86;0,75;0,00;0,00;0,56;0,99;CALI
96902,00;1207,71;477,90;260,25;1,84;0,84;97688,00;351,25;0,74;0,99;0,83;0,73;0,00;0,00;0,54;0,99;CALI
96996,00;1203,31;469,70;265,46;1,77;0,82;98015,00;351,42;0,73;0,99;0,84;0,75;0,00;0,00;0,56;0,99;CALI
97727,00;1184,26;452,17;277,52;1,63;0,79;99056,00;352,75;0,76;0,99;0,88;0,78;0,00;0,00;0,61;0,99;CALI
97743,00;1183,51;464,42;269,75;1,72;0,81;98773,00;352,78;0,73;0,99;0,88;0,76;0,00;0,00;0,58;0,99;CALI
97770,00;1231,87;497,10;253,66;1,96;0,86;99373,00;352,82;0,80;0,98;0,81;0,71;0,01;0,00;0,50;0,99;CALI
97818,00;1209,32;466,18;271,20;1,72;0,81;99498,00;352,91;0,70;0,98;0,84;0,76;0,00;0,00;0,57;0,99;CALI
98240,00;1198,22;472,25;267,69;1,76;0,82;99642,00;353,67;0,78;0,99;0,86;0,75;0,00;0,00;0,56;0,99;CALI
98270,00;1195,81;465,20;271,95;1,71;0,81;99879,00;353,72;0,72;0,98;0,86;0,76;0,00;0,00;0,58;0,99;CALI
98399,00;1207,52;475,46;267,27;1,78;0,83;99895,00;353,96;0,72;0,99;0,85;0,74;0,00;0,00;0,55;0,99;CALI
99044,00;1204,54;482,39;264,03;1,83;0,84;100311,00;355,12;0,77;0,99;0,86;0,74;0,00;0,00;0,54;0,99;CALI
99804,00;1212,67;475,74;269,13;1,77;0,82;100799,00;356,47;0,81;0,99;0,85;0,75;0,00;0,00;0,56;0,99;CALI
100376,00;1201,81;465,46;276,11;1,69;0,81;101303,00;357,50;0,76;0,99;0,87;0,77;0,00;0,00;0,59;0,99;CALI
100635,00;1229,59;472,42;276,10;1,71;0,81;103329,00;357,96;0,78;0,97;0,84;0,76;0,00;0,00;0,57;0,98;CALI
100725,00;1223,39;484,27;266,44;1,82;0,84;101676,00;358,12;0,75;0,99;0,85;0,74;0,00;0,00;0,55;0,99;CALI
100962,00;1216,41;470,02;274,16;1,71;0,81;101690,00;358,54;0,75;0,99;0,86;0,76;0,00;0,00;0,58;1,00;CALI
100983,00;1239,47;476,23;272,29;1,75;0,82;102017,00;358,57;0,67;0,99;0,83;0,75;0,00;0,00;0,57;0,99;CALI
101226,00;1268,52;503,61;263,34;1,91;0,85;104908,00;359,01;0,75;0,96;0,79;0,71;0,00;0,00;0,51;0,97;CALI
101496,00;1239,90;480,48;270,04;1,78;0,83;102579,00;359,48;0,67;0,99;0,83;0,75;0,00;0,00;0,56;1,00;CALI
101815,00;1222,71;481,06;273,90;1,76;0,82;104098,00;360,05;0,79;0,98;0,86;0,75;0,00;0,00;0,56;0,98;CALI
102108,00;1232,80;480,94;273,76;1,76;0,82;103967,00;360,57;0,76;0,98;0,84;0,75;0,00;0,00;0,56;0,99;CALI
102300,00;1232,89;491,11;267,18;1,84;0,84;102966,00;360,90;0,79;0,99;0,85;0,73;0,00;0,00;0,54;0,99;CALI
102525,00;1238,01;478,27;274,50;1,74;0,82;103334,00;361,30;0,81;0,99;0,84;0,76;0,00;0,00;0,57;0,99;CALI
103602,00;1260,64;485,00;275,54;1,76;0,82;104732,00;363,19;0,79;0,99;0,82;0,75;0,00;0,00;0,56;0,99;CALI
103801,00;1235,37;470,03;282,90;1,66;0,80;105041,00;363,54;0,77;0,99;0,85;0,77;0,00;0,00;0,60;0,99;CALI
103899,00;1240,06;488,42;273,38;1,79;0,83;105229,00;363,71;0,83;0,99;0,85;0,74;0,00;0,00;0,55;0,99;CALI
105090,00;1256,75;484,58;279,67;1,73;0,82;107776,00;365,79;0,78;0,98;0,84;0,75;0,00;0,00;0,57;0,99;CALI
106064,00;1234,60;481,10;282,35;1,70;0,81;106961,00;367,48;0,81;0,99;0,87;0,76;0,00;0,00;0,58;0,99;CALI
106700,00;1255,06;469,42;291,87;1,61;0,78;108228,00;368,58;0,70;0,99;0,85;0,79;0,00;0,00;0,62;0,99;CALI
106806,00;1263,90;494,73;276,18;1,79;0,83;108109,00;368,77;0,71;0,99;0,84;0,75;0,00;0,00;0,56;1,00;CALI
107911,00;1298,82;498,60;279,35;1,78;0,83;110337,00;370,67;0,73;0,98;0,80;0,74;0,00;0,00;0,55;0,99;CALI
114858,00;1300,82;512,74;287,56;1,78;0,83;115826,00;382,42;0,69;0,99;0,85;0,75;0,00;0,00;0,56;0,99;CALI
115608,00;1298,62;500,30;296,90;1,69;0,80;117222,00;383,66;0,78;0,99;0,86;0,77;0,00;0,00;0,59;0,99;CALI
116272,00;1326,58;534,48;279,78;1,91;0,85;118144,00;384,76;0,77;0,98;0,83;0,72;0,00;0,00;0,52;0,99;CALI
33006,00;710,50;283,02;149,62;1,89;0,85;33354,00;205,00;0,64;0,99;0,82;0,72;0,01;0,00;0,52;0,99;HOROZ
33263,00;719,33;271,34;158,57;1,71;0,81;34108,00;205,80;0,67;0,98;0,81;0,76;0,01;0,00;0,58;0,98;HOROZ
33407,00;706,22;281,54;152,74;1,84;0,84;33989,00;206,24;0,81;0,98;0,84;0,73;0,01;0,00;0,54;0,99;HOROZ
33518,00;702,96;277,57;154,31;1,80;0,83;34023,00;206,58;0,81;0,99;0,85;0,74;0,01;0,00;0,55;1,00;HOROZ
33518,00;702,96;277,57;154,31;1,80;0,83;34023,00;206,58;0,81;0,99;0,85;0,74;0,01;0,00;0,55;1,00;HOROZ
33556,00;689,29;264,63;161,71;1,64;0,79;33892,00;206,70;0,77;0,99;0,89;0,78;0,01;0,00;0,61;1,00;HOROZ
33927,00;709,64;285,88;152,42;1,88;0,85;34358,00;207,84;0,76;0,99;0,85;0,73;0,01;0,00;0,53;0,99;HOROZ
33954,00;716,75;277,37;156,36;1,77;0,83;34420,00;207,92;0,80;0,99;0,83;0,75;0,01;0,00;0,56;1,00;HOROZ
33954,00;716,75;277,37;156,36;1,77;0,83;34420,00;207,92;0,80;0,99;0,83;0,75;0,01;0,00;0,56;1,00;HOROZ
34165,00;693,31;272,15;160,50;1,70;0,81;34437,00;208,57;0,77;0,99;0,89;0,77;0,01;0,00;0,59;1,00;HOROZ
34196,00;690,13;264,93;165,79;1,60;0,78;34639,00;208,66;0,75;0,99;0,90;0,79;0,01;0,00;0,62;0,99;HOROZ
34232,00;744,33;296,97;148,17;2,00;0,87;34936,00;208,77;0,60;0,98;0,78;0,70;0,01;0,00;0,49;0,99;HOROZ
34377,00;736,46;298,07;148,89;2,00;0,87;34990,00;209,21;0,70;0,98;0,80;0,70;0,01;0,00;0,49;0,99;HOROZ
34414,00;707,74;276,49;160,53;1,72;0,81;34773,00;209,33;0,63;0,99;0,86;0,76;0,01;0,00;0,57;0,99;HOROZ
34586,00;727,41;283,54;156,54;1,81;0,83;35278,00;209,85;0,69;0,98;0,82;0,74;0,01;0,00;0,55;0,99;HOROZ
34952,00;707,97;272,48;163,73;1,66;0,80;35404,00;210,96;0,69;0,99;0,88;0,77;0,01;0,00;0,60;1,00;HOROZ
35139,00;734,00;292,61;154,72;1,89;0,85;35769,00;211,52;0,64;0,98;0,82;0,72;0,01;0,00;0,52;0,99;HOROZ
35255,00;717,67;268,13;169,17;1,59;0,78;35860,00;211,87;0,68;0,98;0,86;0,79;0,01;0,00;0,62;0,99;HOROZ
35464,00;741,99;278,14;163,98;1,70;0,81;36088,00;212,50;0,82;0,98;0,81;0,76;0,01;0,00;0,58;0,99;HOROZ
35512,00;740,64;294,18;154,60;1,90;0,85;35978,00;212,64;0,72;0,99;0,81;0,72;0,01;0,00;0,52;0,99;HOROZ
35755,00;756,89;306,61;149,36;2,05;0,87;36384,00;213,37;0,78;0,98;0,78;0,70;0,01;0,00;0,48;0,99;HOROZ
35798,00;743,14;295,11;156,38;1,89;0,85;36549,00;213,49;0,73;0,98;0,81;0,72;0,01;0,00;0,52;0,99;HOROZ
35869,00;705,53;264,82;172,85;1,53;0,76;36265,00;213,71;0,71;0,99;0,91;0,81;0,01;0,00;0,65;1,00;HOROZ
36143,00;737,00;299,89;154,19;1,94;0,86;36592,00;214,52;0,76;0,99;0,84;0,72;0,01;0,00;0,51;1,00;HOROZ
36458,00;731,11;283,70;164,92;1,72;0,81;36979,00;215,45;0,68;0,99;0,86;0,76;0,01;0,00;0,58;0,99;HOROZ
36500,00;742,99;295,80;158,53;1,87;0,84;37093,00;215,58;0,75;0,98;0,83;0,73;0,01;0,00;0,53;0,99;HOROZ
36584,00;731,81;293,14;159,44;1,84;0,84;37023,00;215,82;0,70;0,99;0,86;0,74;0,01;0,00;0,54;1,00;HOROZ
36609,00;748,43;305,30;153,24;1,99;0,86;36969,00;215,90;0,64;0,99;0,82;0,71;0,01;0,00;0,50;1,00;HOROZ
36718,00;727,66;271,16;172,82;1,57;0,77;37285,00;216,22;0,79;0,98;0,87;0,80;0,01;0,00;0,64;1,00;HOROZ
36799,00;759,26;300,62;157,23;1,91;0,85;37393,00;216,46;0,71;0,98;0,80;0,72;0,01;0,00;0,52;0,99;HOROZ
37039,00;747,62;301,80;156,98;1,92;0,85;37726,00;217,16;0,76;0,98;0,83;0,72;0,01;0,00;0,52;1,00;HOROZ
37089,00;759,48;304,38;156,34;1,95;0,86;37537,00;217,31;0,68;0,99;0,81;0,71;0,01;0,00;0,51;0,99;HOROZ
37430,00;748,58;299,06;160,73;1,86;0,84;37902,00;218,31;0,66;0,99;0,84;0,73;0,01;0,00;0,53;0,99;HOROZ
37454,00;772,68;297,63;162,15;1,84;0,84;38113,00;218,38;0,80;0,98;0,79;0,73;0,01;0,00;0,54;0,99;HOROZ
37471,00;763,68;314,37;152,44;2,06;0,87;38008,00;218,43;0,62;0,99;0,81;0,69;0,01;0,00;0,48;1,00;HOROZ
37503,00;766,51;308,16;155,36;1,98;0,86;38070,00;218,52;0,68;0,99;0,80;0,71;0,01;0,00;0,50;1,00;HOROZ
37600,00;749,28;299,17;161,11;1,86;0,84;38280,00;218,80;0,68;0,98;0,84;0,73;0,01;0,00;0,53;0,99;HOROZ
37736,00;791,58;297,39;165,75;1,79;0,83;38887,00;219,20;0,80;0,97;0,76;0,74;0,01;0,00;0,54;0,97;HOROZ
37776,00;727,31;283,07;170,48;1,66;0,80;38194,00;219,31;0,75;0,99;0,90;0,77;0,01;0,00;0,60;1,00;HOROZ
37781,00;738,79;283,23;170,21;1,66;0,80;38242,00;219,33;0,73;0,99;0,87;0,77;0,01;0,00;0,60;1,00;HOROZ
37789,00;766,38;313,57;154,34;2,03;0,87;38251,00;219,35;0,78;0,99;0,81;0,70;0,01;0,00;0,49;0,99;HOROZ
37972,00;778,57;317,14;153,91;2,06;0,87;38615,00;219,88;0,60;0,98;0,79;0,69;0,01;0,00;0,48;0,99;HOROZ
38060,00;755,92;304,43;159,34;1,91;0,85;38480,00;220,14;0,70;0,99;0,84;0,72;0,01;0,00;0,52;1,00;HOROZ
38110,00;861,57;310,18;157,49;1,97;0,86;39200,00;220,28;0,64;0,97;0,65;0,71;0,01;0,00;0,50;0,99;HOROZ
38253,00;754,50;292,31;167,56;1,74;0,82;38857,00;220,69;0,81;0,98;0,84;0,75;0,01;0,00;0,57;0,99;HOROZ
38294,00;771,06;306,01;160,39;1,91;0,85;38844,00;220,81;0,83;0,99;0,81;0,72;0,01;0,00;0,52;0,99;HOROZ
38427,00;756,32;306,53;160,59;1,91;0,85;38773,00;221,19;0,80;0,99;0,84;0,72;0,01;0,00;0,52;0,99;HOROZ
38427,00;756,32;306,53;160,59;1,91;0,85;38773,00;221,19;0,80;0,99;0,84;0,72;0,01;0,00;0,52;0,99;HOROZ
38470,00;762,34;304,59;162,01;1,88;0,85;38914,00;221,32;0,80;0,99;0,83;0,73;0,01;0,00;0,53;0,99;HOROZ
38532,00;775,78;316,71;155,31;2,04;0,87;39015,00;221,50;0,68;0,99;0,80;0,70;0,01;0,00;0,49;1,00;HOROZ
38637,00;771,62;315,09;156,75;2,01;0,87;39096,00;221,80;0,61;0,99;0,82;0,70;0,01;0,00;0,50;1,00;HOROZ
38833,00;768,64;299,96;166,75;1,80;0,83;39550,00;222,36;0,79;0,98;0,83;0,74;0,01;0,00;0,55;0,99;HOROZ
38891,00;791,34;319,50;156,87;2,04;0,87;39651,00;222,53;0,65;0,98;0,78;0,70;0,01;0,00;0,49;0,99;HOROZ
38891,00;791,34;319,50;156,87;2,04;0,87;39651,00;222,53;0,65;0,98;0,78;0,70;0,01;0,00;0,49;0,99;HOROZ
38970,00;770,80;314,18;158,68;1,98;0,86;39358,00;222,75;0,63;0,99;0,82;0,71;0,01;0,00;0,50;1,00;HOROZ
39158,00;742,48;281,33;178,56;1,58;0,77;39590,00;223,29;0,69;0,99;0,89;0,79;0,01;0,00;0,63;0,99;HOROZ
39202,00;792,77;321,83;158,03;2,04;0,87;40240,00;223,41;0,66;0,97;0,78;0,69;0,01;0,00;0,48;0,98;HOROZ
39211,00;771,20;315,48;158,82;1,99;0,86;39693,00;223,44;0,70;0,99;0,83;0,71;0,01;0,00;0,50;1,00;HOROZ
39377,00;777,44;312,40;161,89;1,93;0,86;39983,00;223,91;0,74;0,98;0,82;0,72;0,01;0,00;0,51;0,99;HOROZ
39407,00;778,88;309,94;164,15;1,89;0,85;40004,00;224,00;0,73;0,99;0,82;0,72;0,01;0,00;0,52;0,99;HOROZ
39441,00;762,36;298,84;169,16;1,77;0,82;39892,00;224,09;0,69;0,99;0,85;0,75;0,01;0,00;0,56;0,99;HOROZ
39474,00;778,66;314,90;160,74;1,96;0,86;39998,00;224,19;0,60;0,99;0,82;0,71;0,01;0,00;0,51;0,99;HOROZ
39539,00;798,23;317,27;161,37;1,97;0,86;40420,00;224,37;0,59;0,98;0,78;0,71;0,01;0,00;0,50;0,98;HOROZ
39557,00;765,52;303,64;167,21;1,82;0,83;40200,00;224,42;0,81;0,98;0,85;0,74;0,01;0,00;0,55;0,99;HOROZ
39596,00;789,50;318,05;159,85;1,99;0,86;40203,00;224,53;0,66;0,98;0,80;0,71;0,01;0,00;0,50;0,99;HOROZ
39623,00;764,06;289,42;176,08;1,64;0,79;40333,00;224,61;0,70;0,98;0,85;0,78;0,01;0,00;0,60;0,99;HOROZ
39649,00;791,75;308,26;165,55;1,86;0,84;40470,00;224,68;0,68;0,98;0,79;0,73;0,01;0,00;0,53;0,99;HOROZ
39657,00;798,43;331,25;152,90;2,17;0,89;40152,00;224,71;0,79;0,99;0,78;0,68;0,01;0,00;0,46;1,00;HOROZ
39709,00;810,46;330,61;153,60;2,15;0,89;40385,00;224,85;0,61;0,98;0,76;0,68;0,01;0,00;0,46;1,00;HOROZ
39762,00;776,76;304,81;167,27;1,82;0,84;40364,00;225,00;0,63;0,99;0,83;0,74;0,01;0,00;0,54;0,99;HOROZ
39767,00;799,83;334,27;153,25;2,18;0,89;40598,00;225,02;0,61;0,98;0,78;0,67;0,01;0,00;0,45;0,99;HOROZ
39768,00;785,13;314,38;162,39;1,94;0,86;40336,00;225,02;0,80;0,99;0,81;0,72;0,01;0,00;0,51;0,99;HOROZ
39788,00;764,43;296,23;174,58;1,70;0,81;40559,00;225,08;0,77;0,98;0,86;0,76;0,01;0,00;0,58;0,98;HOROZ
39815,00;787,80;319,73;161,08;1,98;0,86;40483,00;225,15;0,63;0,98;0,81;0,70;0,01;0,00;0,50;0,98;HOROZ
39817,00;772,00;312,17;163,00;1,92;0,85;40310,00;225,16;0,63;0,99;0,84;0,72;0,01;0,00;0,52;1,00;HOROZ
39845,00;839,38;316,96;161,96;1,96;0,86;40836,00;225,24;0,81;0,98;0,71;0,71;0,01;0,00;0,50;0,99;HOROZ
39889,00;774,68;318,64;159,82;1,99;0,87;40193,00;225,36;0,73;0,99;0,84;0,71;0,01;0,00;0,50;1,00;HOROZ
39931,00;785,75;320,99;159,58;2,01;0,87;40451,00;225,48;0,81;0,99;0,81;0,70;0,01;0,00;0,49;0,99;HOROZ
40022,00;814,56;303,96;170,89;1,78;0,83;40845,00;225,74;0,67;0,98;0,76;0,74;0,01;0,00;0,55;0,98;HOROZ
40074,00;783,03;325,47;157,63;2,06;0,87;40557,00;225,88;0,82;0,99;0,82;0,69;0,01;0,00;0,48;0,99;HOROZ
40079,00;808,53;309,37;168,78;1,83;0,84;41384,00;225,90;0,73;0,97;0,77;0,73;0,01;0,00;0,53;0,98;HOROZ
40090,00;774,16;310,98;164,78;1,89;0,85;40565,00;225,93;0,66;0,99;0,84;0,73;0,01;0,00;0,53;1,00;HOROZ
40101,00;782,80;312,10;164,07;1,90;0,85;40619,00;225,96;0,71;0,99;0,82;0,72;0,01;0,00;0,52;1,00;HOROZ
40110,00;788,78;324,20;158,73;2,04;0,87;40762,00;225,99;0,62;0,98;0,81;0,70;0,01;0,00;0,49;0,99;HOROZ
40307,00;792,93;321,60;161,19;2,00;0,87;40880,00;226,54;0,61;0,99;0,81;0,70;0,01;0,00;0,50;0,99;HOROZ
40324,00;798,23;323,21;160,25;2,02;0,87;40810,00;226,59;0,72;0,99;0,80;0,70;0,01;0,00;0,49;0,99;HOROZ
40351,00;798,58;323,55;159,40;2,03;0,87;40826,00;226,66;0,68;0,99;0,80;0,70;0,01;0,00;0,49;1,00;HOROZ
40418,00;780,12;316,14;163,81;1,93;0,86;40814,00;226,85;0,65;0,99;0,83;0,72;0,01;0,00;0,51;0,99;HOROZ
40485,00;803,07;334,39;156,00;2,14;0,88;41117,00;227,04;0,60;0,98;0,79;0,68;0,01;0,00;0,46;0,99;HOROZ
40487,00;793,49;320,57;162,29;1,98;0,86;41041,00;227,05;0,63;0,99;0,81;0,71;0,01;0,00;0,50;0,99;HOROZ
40555,00;794,80;332,47;156,31;2,13;0,88;40985,00;227,24;0,69;0,99;0,81;0,68;0,01;0,00;0,47;0,99;HOROZ
40587,00;799,00;325,53;160,21;2,03;0,87;41240,00;227,33;0,62;0,98;0,80;0,70;0,01;0,00;0,49;0,99;HOROZ
40669,00;796,46;321,78;162,71;1,98;0,86;41539,00;227,56;0,63;0,98;0,81;0,71;0,01;0,00;0,50;0,99;HOROZ
40669,00;803,68;324,59;160,30;2,02;0,87;41155,00;227,56;0,62;0,99;0,79;0,70;0,01;0,00;0,49;1,00;HOROZ
40704,00;788,39;318,93;163,66;1,95;0,86;41333,00;227,65;0,64;0,98;0,82;0,71;0,01;0,00;0,51;0,99;HOROZ
40711,00;781,57;318,93;163,13;1,96;0,86;41251,00;227,67;0,80;0,99;0,84;0,71;0,01;0,00;0,51;1,00;HOROZ
40769,00;812,58;329,68;158,28;2,08;0,88;41473,00;227,83;0,70;0,98;0,78;0,69;0,01;0,00;0,48;0,99;HOROZ
